Unnamed: 0,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
3357,flat,godrej summit premia towers,sector 104,0.9,7149.0,2,2,0,16.0,Relatively New,1259.0,0,0,0,0,0,1,0
3358,flat,emaar mgf emerald estate,sector 65,1.42,13922.0,2,2,2,6.0,Relatively New,1010.0,1,0,0,0,0,2,174
3359,flat,piedmont taksila heights,sector 37c,1.05,4792.0,3,3,3,7.0,Relatively New,1738.0,0,0,0,0,0,2,81
3360,flat,paras dews,sector 106,1.2,6818.0,3,4,3+,9.0,Relatively New,1186.0,0,1,0,0,0,1,174
3361,flat,la vida by tata housing,sector 113,3.05,15561.0,3,4,3,3.0,Relatively New,2150.0,0,1,0,0,0,1,174
3362,flat,emaar mgf the palm drive,sector 66,4.6,18400.0,3,3,3,11.0,Relatively New,2882.0,1,1,1,1,0,1,131
3363,flat,dlf express greens,manesar,1.5,6359.0,4,5,3+,10.0,New Property,2135.0,0,1,0,0,0,1,32
3364,house,rattan vihar rajendra park,dwarka expressway,0.85,14167.0,1,5,3+,4.0,New Property,600.0,0,0,0,0,0,1,0
3366,house,unitech uniworld resorts,sector 33,8.0,17778.0,6,5,3+,4.0,Relatively New,4500.0,0,0,0,0,0,1,0
3367,flat,shree vardhman victoria,sector 70,1.8,9231.0,3,3,3+,10.0,New Property,1765.0,0,0,0,0,1,2,49
3368,house,independent,sector 14,3.4,15111.0,3,3,3,1.0,Old Property,2250.0,0,0,0,0,0,1,32
3369,flat,ats triumph,sector 104,2.63,9564.0,4,4,3+,21.0,Relatively New,2953.0,0,1,0,0,0,2,161
3371,flat,dlf regency park,sector 28,1.35,11989.0,2,2,2,1.0,Moderately Old,1109.0,0,0,0,0,0,1,0
3372,flat,pioneer park,sector 61,3.6,12627.0,4,4,3,3.0,Moderately Old,2580.0,0,1,0,0,0,2,121
3373,flat,radhakrishna society,sector 23,0.55,5000.0,2,2,1,1.0,Moderately Old,995.0,0,0,0,0,0,2,29
3374,flat,shyamkunj ashok vihar pahse 2,sector 3 phase 2,0.3,4444.0,2,2,1,1.0,Relatively New,750.0,0,0,0,0,0,1,21
3375,flat,m3m woodshire,sector 107,1.01,7394.0,2,2,3+,11.0,New Property,1200.0,0,0,0,0,1,1,74
3376,flat,bestech park view sanskruti,sector 92,1.9,8172.0,4,4,3+,10.0,Relatively New,1920.0,1,1,0,1,1,1,49
3377,flat,vatika lifestyle homes,sector 83,1.25,6838.0,3,2,1,6.0,Relatively New,1654.0,1,1,1,1,0,0,174
3379,flat,ireo skyon,sector 60,3.8,13571.0,4,5,3,15.0,Moderately Old,2791.0,0,1,0,0,0,2,145
3380,house,independent,sector 4,1.9,8444.0,4,3,2,2.0,Moderately Old,211.0,0,0,1,1,0,2,46
3381,flat,m3m sierra 68,sector 68,1.08,8675.0,2,2,3,1.0,Relatively New,1130.0,0,0,0,0,0,2,149
3382,house,puri diplomatic greens,sector 111,9.0,11250.0,5,5,3+,3.0,Relatively New,8000.0,0,1,0,0,0,1,112
3383,house,unitech aspen greens,sector 50,12.0,37037.0,3,4,2,1.0,Moderately Old,3240.0,1,1,0,0,0,2,101
3384,flat,paras dews,sector 106,1.42,6030.0,4,6,3+,11.0,Relatively New,2131.0,0,1,0,0,0,1,143
3386,house,independent,sector 38,8.0,25616.0,10,10,3+,1.0,Relatively New,3123.0,0,0,0,0,0,1,0
3387,flat,bestech park view spa next,sector 67,2.32,11990.0,3,4,3+,14.0,Moderately Old,1764.0,0,1,0,0,0,2,59
3388,flat,karmyogi apartment,sector 10a,2.3,6466.0,6,4,2,6.0,Moderately Old,3951.0,0,0,0,0,0,1,0
3389,flat,signature global park,sohna road,0.91,6289.0,3,3,3,1.0,Relatively New,1599.0,0,0,0,1,0,1,165
3390,house,dlf city plots phase 2,sector 25,10.75,29861.0,9,9,3+,3.0,Old Property,3600.0,0,1,1,1,0,1,73
3391,flat,mvn athens,sohna road,0.21,4667.0,1,1,1,11.0,New Property,500.0,0,0,0,0,0,1,16
3393,house,independent,sector 4,5.0,10101.0,3,3,2,1.0,Old Property,4950.0,0,0,0,0,0,1,22
3395,flat,the lions cghs,sector 56,2.05,8542.0,4,4,3+,8.0,Moderately Old,2667.0,0,0,0,0,0,2,49
3396,flat,vatika gurgaon,sector 83,1.33,5565.0,4,4,3,3.0,Relatively New,2193.0,0,1,0,0,0,1,26
3397,house,independent,sector 2,2.95,15989.0,4,4,3+,2.0,Old Property,1845.0,0,0,0,0,0,1,27
3398,flat,ss the leaf,sector 85,1.85,7683.0,3,4,3,2.0,Relatively New,2179.0,1,1,0,0,0,2,49
3399,flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1200.0,0,0,0,0,0,1,0
3400,flat,shree vardhman victoria,sector 70,1.15,8519.0,2,2,3,8.0,Relatively New,1222.0,1,0,0,0,1,1,49
3401,house,independent,sector 39,1.7,17989.0,2,2,3+,3.0,Moderately Old,900.0,0,1,1,0,0,1,45
3402,flat,ireo the corridors,sector 67a,1.62,9380.0,3,3,2,4.0,New Property,1346.0,0,0,1,0,0,2,142
3403,flat,ambience creacions,sector 22,2.4,17391.0,2,2,2,8.0,Relatively New,1200.0,0,0,0,0,1,0,112
3404,flat,dlf new town heights,sector 90,1.21,6244.0,3,3,3+,7.0,Relatively New,1929.0,0,1,0,1,0,1,127
3405,flat,ss the leaf,sector 85,1.3,7780.0,2,2,3+,16.0,Relatively New,1406.0,0,0,1,0,0,1,148
3406,flat,greenopolis,sector 89,1.3,6806.0,3,3,3+,1.0,New Property,2122.0,0,1,0,0,0,1,35
3407,flat,shree vardhman victoria,sector 70,1.67,14384.0,3,5,3,5.0,Moderately Old,1527.0,0,1,0,0,0,1,108
3408,flat,vatika the seven lamps,sector 82,1.0,6969.0,2,2,2,14.0,Relatively New,1299.0,1,0,0,0,1,1,69
3410,flat,paras quartier,gwal pahari,5.9,11028.0,4,4,3+,19.0,New Property,4842.0,1,1,1,1,0,2,160
3411,house,international city by sobha phase 1,sector 109,6.0,24691.0,4,5,3+,2.0,Relatively New,2430.0,0,1,0,0,0,2,96
3412,flat,denso haryana housing society,manesar,0.9,4308.0,3,3,3+,5.0,Moderately Old,2321.0,0,1,0,0,0,1,7
3413,flat,dlf new town heights,sector 90,1.54,6514.0,4,4,3+,12.0,Moderately Old,2200.0,0,1,0,1,0,2,111
3414,house,tulip yellow,sector 69,2.95,16389.0,4,3,2,3.0,New Property,1800.0,0,0,0,1,1,0,111
3415,house,independent,sector 23,4.0,16006.0,3,3,2,2.0,Moderately Old,2430.0,0,1,0,0,0,2,115
3416,flat,pareena mi casa,sector 68,1.9,9228.0,3,3,3+,1.0,Under Construction,2288.0,0,1,0,0,0,1,49
3417,flat,bestech park view ananda,sector 81,1.35,7542.0,3,3,3+,8.0,Old Property,1989.0,0,0,0,0,0,1,114
3418,flat,eldeco accolade,sohna road,1.1,7550.0,2,2,3+,17.0,Relatively New,1319.0,1,0,0,0,1,2,7
3420,flat,mapsko casa bella,sector 82,1.38,5444.0,4,5,3+,20.0,Relatively New,2294.0,0,1,0,0,0,1,79
3422,flat,dlf the skycourt,sector 86,1.35,6998.0,3,3,1,9.0,Relatively New,1746.0,0,0,0,0,0,1,119
3423,flat,experion the heartsong,sector 108,1.02,7950.0,2,3,3,4.0,Relatively New,1283.0,1,0,0,0,0,1,112
3424,flat,dlf new town heights,sector 86,1.54,5785.0,4,4,3+,21.0,Moderately Old,2139.0,1,1,0,1,0,1,80
3425,flat,dlf regal gardens,sector 90,1.65,7449.0,4,4,3+,8.0,Relatively New,1900.0,0,0,0,0,1,1,79
3426,flat,orchid island,sector 51,1.7,10652.0,3,4,3,2.0,Moderately Old,1773.0,0,0,1,1,0,1,90
3427,house,independent,sector 2,4.99,18887.0,4,4,3+,3.0,Moderately Old,2642.0,0,1,1,1,0,1,43
3428,flat,vatika lifestyle homes,sector 83,1.15,6553.0,3,2,3,15.0,Relatively New,1588.0,0,0,0,0,0,1,37
3429,flat,signature global city 37d ph 2,sector 37d,1.35,9375.0,3,3,3+,3.0,Under Construction,1600.0,0,0,0,1,0,1,51
3430,flat,smart world orchard,sector 61,1.7,15179.0,2,2,2,4.0,Under Construction,1244.0,1,0,0,0,0,1,127
3431,flat,trisara our homes 3,sohna road,0.36,5980.0,2,2,1,1.0,New Property,522.0,0,0,0,0,0,1,45
3432,flat,experion heartsong,dwarka expressway,1.08,6150.0,3,3,0,2.0,Under Construction,1758.0,0,0,0,0,0,1,0
3433,flat,m3m golfestate,sector 65,5.0,18519.0,3,3,3+,28.0,Relatively New,2800.0,0,1,0,1,0,2,165
3434,flat,signature global park,sohna road,0.83,7411.0,3,2,2,1.0,New Property,1244.0,0,0,0,0,0,1,16
3435,flat,pioneer park,sector 61,2.1,11667.0,3,3,3,15.0,Relatively New,1592.0,0,0,0,0,0,2,49
3436,flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3,22.0,Relatively New,1154.0,1,0,0,1,0,1,160
3437,flat,ats triumph,sector 104,2.65,8413.0,4,4,3+,14.0,Relatively New,2898.0,0,1,0,0,0,1,21
3438,flat,ss the leaf,sector 85,1.1,12472.0,2,2,3,12.0,Relatively New,1173.0,1,0,0,0,0,1,75
3439,house,bptp visionnaire,sector 70a,4.02,7309.0,4,4,3+,3.0,Relatively New,5500.0,1,1,1,1,0,1,138
3440,house,ansal florence super,sector 57,3.75,23148.0,3,4,3,2.0,Moderately Old,1620.0,1,1,1,0,0,2,38
3441,flat,alpha corp gurgaonone,sector 84,0.85,6693.0,2,2,3,6.0,Relatively New,1158.0,0,0,0,0,0,2,28
3442,house,independent,sector 6,0.5,8333.0,3,3,2,2.0,Moderately Old,600.0,0,0,0,1,0,1,0
3443,flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1175.0,0,0,0,0,0,1,25
3444,flat,godrej icon,sector 88a,1.75,14894.0,3,3,3+,6.0,New Property,1306.0,0,0,0,0,0,1,55
3445,flat,ss the leaf,sector 85,2.2,6934.0,4,5,3+,4.0,Relatively New,2545.0,0,0,0,0,0,1,106
3446,house,independent,sector 9,0.35,9722.0,2,2,1,2.0,Old Property,360.0,0,0,0,0,0,1,0
3447,flat,pivotal devaan,sector 84,0.36,7595.0,2,2,1,9.0,Relatively New,531.0,0,0,1,0,0,0,80
3448,flat,suncity platinum towers,sector 28,6.2,23091.0,3,4,3+,21.0,Relatively New,2000.0,0,1,0,0,0,2,160
3449,house,independent,sector 57,8.0,29630.0,5,4,3,2.0,Relatively New,2700.0,1,1,0,1,0,1,21
3450,flat,tata primanti,sector 72,3.2,12190.0,4,4,3+,8.0,Moderately Old,2600.0,0,1,0,0,0,2,168
3451,flat,paras dews,sector 106,1.05,7581.0,2,2,2,5.0,New Property,1539.0,0,0,0,0,0,1,97
3452,flat,bptp terra,sector 37d,1.72,9498.0,3,3,3,9.0,Relatively New,1373.0,1,0,0,0,0,2,24
3453,flat,dlf the skycourt,sector 86,1.55,8035.0,3,3,3+,12.0,Relatively New,1500.0,0,0,0,0,1,0,166
3454,flat,ats marigold,sector 89,1.7,9714.0,3,3,3+,8.0,Under Construction,1944.0,1,0,0,0,0,1,65
3455,flat,rof ananda,sector 95,0.37,5745.0,3,2,1,6.0,Relatively New,716.0,0,0,0,1,0,2,72
3458,flat,viridian the plaza 106,sector 106,0.46,6571.0,1,1,1,18.0,New Property,778.0,0,0,0,0,0,1,104
3459,flat,signature global city,sector 37d,0.68,11724.0,2,2,3,9.0,New Property,644.0,0,0,0,0,1,1,58
3460,flat,eldeco accolade,sohna road,0.95,6556.0,2,2,3,8.0,Under Construction,1131.0,1,0,0,0,0,1,42
3461,flat,dlf regal gardens,sector 90,1.19,5504.0,3,3,2,11.0,Relatively New,1562.0,0,0,0,0,1,1,88
3462,flat,hcbs sports ville,sohna road,0.32,6166.0,2,2,2,2.0,New Property,577.0,0,0,0,0,0,1,37
3463,flat,smart world gems,sector 89,0.97,8794.0,2,2,3+,2.0,New Property,1103.0,0,0,0,0,0,1,49
3465,house,independent,sector 50,6.5,21667.0,5,6,0,1.0,Moderately Old,3000.0,0,0,0,0,0,1,0
3466,flat,raheja vedaanta,sector 108,0.85,4637.0,3,3,2,2.0,Relatively New,1500.0,0,1,0,0,0,1,65
3467,flat,vatika the seven lamps,sector 82,0.94,6569.0,2,2,2,12.0,Relatively New,1299.0,1,0,0,0,0,2,103
3468,flat,antriksh heights,sector 84,0.73,6083.0,2,2,3+,4.0,Relatively New,1026.0,1,0,1,1,0,1,158
3469,house,independent,sector 7,2.25,15625.0,3,3,2,2.0,Old Property,1440.0,0,0,0,0,0,2,27
3470,flat,bptp terra,sector 37d,1.8,8215.0,4,3,3,12.0,Relatively New,1983.0,1,0,0,0,0,2,144
3471,flat,godrej nature plus,sector 33,1.15,11558.0,2,2,2,15.0,Under Construction,103.0,0,0,0,0,0,1,38
3472,flat,unitech sunbreeze,sector 69,1.0,5476.0,4,3,0,0.0,Relatively New,1826.0,0,0,0,0,0,1,0
3473,flat,adani m2k oyster grande,sector 102,1.9,14074.0,3,4,3,21.0,Relatively New,1605.0,0,1,0,0,0,1,60
3474,flat,breez global heights,sohna road,0.42,6422.0,2,2,2,2.0,New Property,564.0,0,0,0,0,0,1,73
3475,flat,signature global solera,sector 107,0.25,7862.0,1,1,0,0.0,Relatively New,318.0,0,0,0,0,0,1,55
3476,house,independent,sector 2,5.6,17284.0,8,6,3+,2.0,Moderately Old,3240.0,1,1,1,1,0,1,0
3477,house,independent,sector 26,5.8,32222.0,4,3,2,2.0,Relatively New,1800.0,0,0,1,0,0,1,21
3478,flat,bajrang apartments,sector 6,0.38,4471.0,2,2,2,1.0,Moderately Old,944.0,0,0,0,0,0,1,0
3480,flat,m3m heights,sector 65,1.9,13991.0,2,2,2,40.0,Relatively New,1358.0,0,0,0,0,0,1,48
3481,flat,sare homes,sector 92,1.25,6200.0,4,3,0,16.0,Under Construction,2040.0,0,0,0,0,0,1,49
3483,flat,smart world gems,sector 89,1.2,12526.0,3,3,3,3.0,Under Construction,1064.0,0,0,1,1,0,1,131
3484,flat,adani m2k oyster grande,sector 102,1.95,7561.0,3,4,3,9.0,Relatively New,2334.0,1,1,0,0,0,2,83
3485,flat,dlf the ultima,sector 81,2.3,10994.0,3,4,3+,6.0,New Property,1893.0,0,1,0,0,0,0,167
3486,flat,capital residences 360,sector 70a,1.18,8138.0,2,2,3,7.0,New Property,1400.0,0,0,0,1,0,1,140
3488,flat,godrej summit,sector 104,1.25,6779.0,3,4,3+,12.0,Relatively New,1669.0,0,1,0,0,1,1,79
3489,flat,dlf the ultima,sector 81,2.26,10762.0,3,4,3+,17.0,New Property,1900.0,0,1,0,0,0,0,174
3490,flat,shapoorji pallonji joyville gurugram,sector 102,2.4,10545.0,4,4,3+,15.0,Relatively New,1957.0,0,0,0,0,0,1,108
3491,flat,dnha group housing society,manesar,0.75,4518.0,3,2,2,5.0,Moderately Old,1502.0,0,0,0,0,0,1,0
3492,flat,raheja vedas,sector 108,2.15,4134.0,3,4,3+,12.0,Relatively New,4600.0,1,0,0,0,0,1,0
3493,flat,shree vardhman flora,sector 90,1.25,4854.0,4,4,3,10.0,Relatively New,2861.0,1,0,0,1,0,1,174
3494,flat,shree vardhman victoria,sector 70,1.65,8462.0,3,4,3,12.0,Relatively New,1765.0,0,1,1,0,0,1,56
3495,flat,ramprastha the atrium,sector 37d,0.9,6224.0,3,3,2,13.0,Relatively New,1185.0,0,0,0,0,0,0,37
3496,flat,ss the leaf,sector 85,1.14,6433.0,2,2,3,16.0,Relatively New,1604.0,0,0,0,0,0,1,44
3497,house,independent,sector 26,15.0,33333.0,4,4,3,3.0,Moderately Old,4500.0,0,1,1,0,0,2,36
3498,flat,bestech altura,sector 79,1.72,8398.0,3,4,3,9.0,New Property,2050.0,0,0,0,0,0,1,49
3500,flat,signature andour heights,sector 71,0.55,8607.0,2,2,1,7.0,Relatively New,600.0,0,0,0,0,0,2,24
3501,house,independent,sector 21,1.6,11852.0,5,5,2,3.0,Relatively New,120.0,0,0,0,0,0,1,0
3502,flat,smart world orchard,sector 61,1.9,22700.0,3,3,3,1.0,New Property,1137.0,0,0,0,0,0,1,30
3503,flat,antriksh heights,sector 84,0.84,4870.0,3,3,3+,8.0,New Property,1561.0,0,0,0,1,0,1,60
3504,flat,ansal housing highland park,sector 103,2.0,7491.0,4,5,3+,14.0,New Property,2416.0,0,1,0,0,0,1,45
3505,flat,apna enclave,sector 3,0.8,6154.0,3,3,1,0.0,Old Property,1000.0,0,0,0,0,0,1,0
3506,flat,adani m2k oyster grande,sector 102,2.61,10046.0,3,3,3,14.0,Relatively New,2200.0,1,1,0,0,0,1,21
3507,flat,signature global superbia,sector 95,0.4,6723.0,2,2,3,2.0,Under Construction,661.0,0,0,0,0,0,1,0
3508,flat,signature global city 92,sector 92,0.78,7723.0,2,2,3,2.0,Under Construction,846.0,0,0,0,0,1,1,24
3510,house,ansal api spanish court,sector 2,2.9,18626.0,4,4,3,2.0,Relatively New,1557.0,0,0,1,0,0,2,49
3511,flat,ireo uptown,sector 66,1.32,11438.0,2,2,2,6.0,Relatively New,1048.0,0,0,0,0,0,1,45
3512,flat,la vida by tata housing,sector 113,2.35,13352.0,3,4,3,3.0,Relatively New,1930.0,0,1,0,0,0,1,174
3513,flat,tarc maceo,sector 91,0.87,6641.0,2,2,2,9.0,Relatively New,1148.0,0,0,1,0,0,1,78
3514,flat,smriti apartment,sector 56,0.6,10000.0,1,1,1,2.0,Moderately Old,543.0,0,0,0,0,0,1,49
3515,flat,sobha city,sector 108,2.33,14463.0,3,3,3,17.0,Relatively New,1711.0,0,0,1,0,0,2,159
3516,flat,experion windchants,sector 112,5.6,11551.0,4,6,3+,8.0,Relatively New,3655.35,0,1,0,0,0,2,168
3517,flat,raheja vedaanta,sector 108,0.7,4651.0,2,2,2,12.0,Relatively New,1505.0,0,0,0,0,0,1,0
3518,flat,puri diplomatic greens,sector 111,3.7,12542.0,4,5,3+,12.0,Relatively New,2650.0,0,1,0,0,0,2,158
3520,flat,godrej frontier,sector 80,1.4,6189.0,3,4,2,6.0,Moderately Old,1922.0,0,1,0,1,0,1,111
3521,flat,emaar mgf palm hills,sector 77,1.09,5383.0,3,4,3+,5.0,Relatively New,1833.0,0,1,0,0,1,2,167
3522,flat,ss the leaf,sector 85,1.08,6585.0,2,2,3,8.0,New Property,1200.0,1,1,1,1,0,2,157
3523,flat,sbtl caladium,sector 109,1.3,6915.0,3,2,3,16.0,Moderately Old,1701.0,0,0,0,0,0,1,134
3524,flat,umang winter hills,sector 77,0.92,5049.0,3,3,3,17.0,Relatively New,1602.0,0,0,0,0,1,2,49
3525,house,independent,sector 41,1.65,13750.0,1,1,0,1.0,Moderately Old,1200.0,0,0,0,0,0,1,0
3526,flat,pyramid urban,sector 67a,0.56,7932.0,2,2,2,0.0,Relatively New,778.0,0,0,0,0,1,1,49
3529,flat,ireo skyon,sector 60,3.0,12484.0,3,3,3,5.0,Relatively New,2400.0,0,1,0,0,0,2,174
3530,flat,eldeco accolade,sector 33,1.2,8043.0,2,2,2,0.0,New Property,1492.0,1,0,0,0,0,1,55
3531,flat,ild grand,sector 37c,1.2,6593.0,3,3,3,7.0,Under Construction,1647.0,0,0,0,0,0,1,24
3532,flat,tata primanti,sector 72,4.0,16032.0,4,5,3+,22.0,Relatively New,2701.0,0,1,0,0,0,2,174
3533,house,independent,sector 7,0.45,5000.0,3,2,1,2.0,Old Property,900.0,0,0,0,0,1,1,12
3534,flat,antriksh heights,sector 84,0.9,4444.0,3,3,3,18.0,Relatively New,1833.0,0,1,0,1,0,1,59
3535,flat,paras dews,sector 106,1.2,11605.0,3,3,3,12.0,Relatively New,1145.0,1,0,0,0,0,1,158
3536,flat,raheja atharva,sector 109,1.6,5319.0,4,1,0,0.0,New Property,3008.0,0,0,0,0,0,1,0
3538,flat,central park resorts,sector 48,15.0,22388.0,5,6,3+,17.0,Relatively New,7444.0,1,1,0,1,0,0,45
3540,flat,bestech park view residency,sector 2,1.02,7208.0,2,2,3,11.0,Moderately Old,1281.0,0,0,0,0,0,1,92
3541,flat,emaar gurgaon greens,sector 102,1.55,9394.0,3,4,3,7.0,Relatively New,1315.0,0,1,0,0,0,2,152
3542,flat,ss the leaf,sector 85,1.25,7180.0,2,2,3,10.0,Relatively New,1730.0,0,0,0,0,0,1,49
3543,flat,pareena mi casa,sector 68,1.7,8500.0,4,4,3+,23.0,New Property,1809.0,0,0,0,0,0,1,88
3544,flat,smart world gems,sector 89,0.9,8145.0,2,2,2,1.0,New Property,1105.0,0,0,0,0,0,1,45
3545,flat,m3m merlin,sector 67,2.9,14167.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,2,49
3546,house,independent,sector 38,2.1,23333.0,2,7,3+,3.0,Relatively New,900.0,1,0,1,1,0,1,27
3547,flat,dlf new town heights,sector 86,1.3,6736.0,3,3,3,12.0,Moderately Old,1747.0,0,1,0,1,0,1,106
3548,flat,experion the heartsong,sector 108,0.9,7015.0,2,3,3,7.0,Relatively New,1161.0,0,1,0,0,1,1,72
3549,flat,orris carnation residency,sector 85,0.9,4532.0,4,4,3,8.0,Moderately Old,1575.0,0,0,0,0,0,2,40
3550,flat,shree kirpalu gi sector 52,sector 52,1.45,7632.0,3,3,3+,7.0,Relatively New,1800.0,0,0,0,0,1,2,108
3551,flat,vatika city homes,sector 83,1.05,8571.0,3,3,3,8.0,Moderately Old,1468.0,0,0,0,1,0,2,103
3552,flat,la vida by tata housing,sector 113,3.72,13985.0,5,4,3+,0.0,New Property,2956.0,0,0,0,1,0,0,44
3553,flat,bestech spa signature,sector 81,4.4,12571.0,4,4,3+,6.0,New Property,3700.0,1,1,0,1,1,0,49
3554,flat,hcbs sports ville,sohna road,0.3,4011.0,2,2,2,3.0,Relatively New,743.0,0,0,0,0,0,1,0
3555,house,independent,sector 7,1.95,13542.0,2,2,2,2.0,Old Property,1440.0,0,0,0,0,0,1,0
3556,flat,the close south,sector 50,3.1,12445.0,3,4,3+,4.0,Moderately Old,2450.0,0,1,0,0,0,2,165
3557,house,vatika sovereign next,sector 82a,3.85,7500.0,5,6,3+,6.0,Relatively New,5140.0,0,0,0,0,0,1,53
3558,flat,signature global solera,sector 107,0.51,7907.0,3,2,2,9.0,Relatively New,717.0,0,0,0,0,1,1,15
3559,flat,ss the leaf,sector 85,2.1,7468.0,4,5,3+,9.0,Relatively New,2545.0,0,0,0,0,0,2,67
3560,flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3+,16.0,Relatively New,1656.0,0,0,0,0,0,2,49
3561,flat,ashiana anmol,sohna road,0.99,8216.0,2,2,2,6.0,Under Construction,1045.0,0,0,0,0,0,1,49
3562,flat,godrej oasis,sector 88a,1.15,7116.0,2,2,3,14.0,Relatively New,1380.0,1,0,0,1,0,1,174
3563,flat,tulip monsella,sector 53,6.02,20816.0,3,3,3,29.0,Under Construction,2892.0,0,0,0,0,0,1,68
3564,house,independent,sector 2,0.4,7619.0,2,2,1,1.0,Relatively New,583.0,0,0,0,0,0,1,0
3565,house,independent,sector 12,0.38,4222.0,3,3,3,3.0,Relatively New,900.0,0,0,0,0,0,1,0
3566,flat,ild greens,sector 37c,1.05,7500.0,3,3,3,4.0,New Property,1500.0,0,0,0,0,0,2,5
3567,flat,godrej oasis,sector 88a,1.38,6680.0,3,3,3+,7.0,Relatively New,2296.0,0,1,0,0,0,1,72
3568,flat,corona gracieux,sector 76,1.08,5510.0,3,3,3,1.0,New Property,1774.0,0,1,0,0,0,1,58
3569,flat,ss residency,sector 12,0.53,4818.0,3,3,2,2.0,Relatively New,995.0,0,0,0,0,0,2,14
3570,flat,vatika gurgaon,sector 83,1.05,7000.0,3,3,3,3.0,Relatively New,1618.0,0,0,1,0,0,1,79
3571,flat,sare green parc 2,sector 92,1.07,5245.0,4,3,3,10.0,Under Construction,2040.0,1,1,0,0,0,1,86
3572,flat,experion the heartsong,sector 108,1.2,6826.0,3,2,3+,11.0,Relatively New,1550.0,0,1,0,1,0,2,174
3573,flat,dlf regal gardens,sector 90,1.29,7104.0,3,3,3+,12.0,Relatively New,1817.0,0,1,0,0,0,1,152
3574,flat,capital residences 360,sector 70a,1.68,8502.0,3,3,3+,5.0,New Property,1900.0,0,1,0,0,0,1,141
3575,flat,signature global synera,sector 81,0.31,7434.0,1,1,1,13.0,Relatively New,366.0,0,0,0,0,0,0,123
3576,flat,bestech park view grand spa,sector 81,2.22,8346.0,3,4,3+,15.0,Relatively New,2407.0,0,1,0,0,0,2,174
3577,flat,vatika gurgaon,sector 83,1.18,6801.0,3,3,2,14.0,Relatively New,1618.0,0,0,0,0,0,1,26
3579,house,shri shyam residency,sector 104,0.62,12400.0,3,3,1,2.0,Moderately Old,900.0,0,0,0,0,1,0,8
3580,flat,experion the heartsong,sector 108,1.2,6826.0,3,3,3+,10.0,Relatively New,1275.53,1,0,0,0,0,1,93
3581,flat,gls arawali homes,sohna road,0.26,4514.0,2,2,2,4.0,Relatively New,640.0,0,0,0,0,0,1,42
3582,flat,assotech blith,sector 99,1.15,6594.0,2,2,2,2.0,New Property,1235.0,0,0,0,0,1,2,72
3583,flat,elan the presidential,sector 106,3.9,15918.0,3,3,0,20.0,Relatively New,2450.0,0,0,0,0,0,1,66
3584,flat,shapoorji pallonji joyville gurugram,sector 102,1.95,17287.0,3,3,3,12.0,New Property,1465.0,0,0,1,0,0,1,72
3585,flat,sare homes,sector 92,0.82,5384.0,3,3,3+,12.0,Relatively New,1221.18,0,0,0,0,0,1,114
3586,flat,m3m latitude,sector 65,4.7,19748.0,3,3,3+,9.0,Relatively New,2380.0,0,1,0,1,0,2,44
3587,flat,rof ananda,sector 95,0.38,5901.0,2,2,2,5.0,Relatively New,716.0,1,0,0,0,0,1,83
3588,house,international city by sobha phase 1,sector 109,5.9,24280.0,4,5,2,2.0,Relatively New,2430.0,0,1,0,0,0,2,111
3589,flat,m3m merlin,sector 67,3.4,14419.0,3,4,3+,16.0,Relatively New,2134.0,0,1,0,0,0,2,158
3590,flat,signature global solera,sector 107,0.3,6135.0,2,2,1,5.0,Relatively New,544.0,0,0,0,0,0,1,57
3591,flat,ss the leaf,sector 85,1.25,10889.0,2,2,3+,17.0,Relatively New,1426.0,0,0,1,0,0,1,156
3592,flat,antriksh heights,sector 84,0.6,5000.0,2,2,2,14.0,Relatively New,1086.0,0,0,0,0,0,1,52
3593,house,independent,sector 43,7.85,29074.0,9,9,3+,3.0,Relatively New,2700.0,1,1,0,1,1,0,49
3594,flat,signature global solera,sector 107,0.35,6399.0,2,2,2,8.0,Relatively New,608.0,0,0,0,0,0,1,45
3595,flat,godrej nature plus,sector 33,1.25,9025.0,2,2,3,17.0,Under Construction,1385.0,0,0,0,0,0,1,56
3596,flat,tulip violet,sector 69,1.55,9823.0,3,3,2,5.0,Relatively New,1428.0,0,0,0,1,0,1,99
3597,house,independent,sector 7,1.75,11111.0,4,2,2,2.0,Old Property,1575.0,0,0,0,0,1,1,31
3599,flat,tulip violet,sector 69,1.66,8409.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,1,0,1,102
3600,flat,ss the leaf,sector 85,2.2,11179.0,4,5,3+,4.0,Relatively New,2390.0,0,1,0,1,0,1,174
3601,flat,m3m woodshire,sector 107,1.32,6331.0,3,3,3,10.0,Relatively New,1758.0,0,0,0,0,0,1,117
3602,flat,dlf the skycourt,sector 86,2.2,11500.0,3,3,1,7.0,Relatively New,1747.0,0,0,0,1,0,0,77
3603,flat,vatika inxt floors,sector 82a,0.75,7500.0,2,2,2,1.0,Relatively New,1000.0,0,0,0,0,0,1,0
